tweet_id,customer_text,reply_text,auto_intent,your_intent,expected_action
721770,bought an Amazon Fire Smart TV three months ago and the remote had already died... great quality,"I'm sorry! Please hold the 'menu' (3 lines), the left, and the back button for 10 seconds, then re-pair the remote! ^WT",product_complaint,product_complaint,auto_handle
43247,"I am very heart broken right now, makeup needs to have a fragile label on the box/envelope.",I'm sorry your make up arrived damaged. You can view your available options here: ^CO,product_complaint,product_complaint,auto_handle
2822411,180030009009 it's not working,"I see that you aren't able to contact us through the toll-free number. Please contact us via call, chat or email here: for further assistance. ^PJ",product_complaint,product_complaint,auto_handle
124741,I bought a toaster and it is not working. Called service centre at least 50 times. Can u please take it back?,"Sorry to hear that the product isn't working. If the return window is available on the product, you can request the return here: ^SF",product_complaint,product_complaint,auto_handle
971783,Enable atleast 720p HD playback on Android devices. The quality is not upto mark!,Please reach out to us from the link here: to assist you further. (2/2)^HR,product_complaint,product_complaint,auto_handle
205724,that's real nice and all but my book is still damaged 🙃,You're absolutely right. Let's take a look in to what options are available for you here: ^NM,product_complaint,product_complaint,auto_handle
527766,"online chat have now told me (after no hint previously) that both items due on Thursday were damaged on Thursday and are not coming, and were never coming yesterday or today, the other one supposedly is still coming a day late. NOT GOOD","When you spoke with us on chat, were you told anything about a refund or replacement order?^BZ",product_complaint,product_complaint,auto_handle
1351738,"wost ever service, fake commitment towards customer. Don't come with sale if you cannot serve normally. Learn from","I'd like to take a closer look into this, please share your details here: 2/2 ^PS",product_complaint,product_complaint,auto_handle
2363243,"Hi I have a defective product and the seller is being astonishingly unhelpful, please could you advise?",I'm so sorry to hear the seller has not been able to resolve your issue! Please see if your situation qualifies for our A-to-Z Guarantee: ^RO,product_complaint,product_complaint,auto_handle
1021607,You need to wrap soft cover books to cover and pages don't get damage!!! Using bubble strip does not cut it. 1of3 damaged.,I'm sorry about the book. Was it shipped by Amazon or a third party seller? You can check here: ^DG,product_complaint,product_complaint,auto_handle
2528275,Yes I have already sent an email regarding this. Also when I chatted with the customer care they said they have a limited warranty of 1 year and çannot do anything since it maybe a defective piece.,We'd like to check this for you. Kindly share your details here: and we'll contact you soon. ^SY,product_complaint,product_complaint,auto_handle
919814,Latest iOS update (9.20.0) has broken Touch ID within the app. Not exactly a ‘seemless experience’. Well done.,"Hi, have you tried uninstalling &amp; reinstalling the app? This can often help with resolve issues. ^TS",product_complaint,product_complaint,auto_handle
1598765,"There is certain expectation from , please do not let down customers with such low quality speakers on Echo plus",I'm sorry to know that the device wasn't as expected. I'll certainly forward your feedback to the relevant team. ^EM,product_complaint,product_complaint,auto_handle
2319677,"I should know better than to use Amazon. Both b-day presents I got my sister were damaged in transit. They're Amiibo cards, how was it hard?",So sorry for the poor delivery experience! You can find info on damaged items here: Hope this helps! ^AD,product_complaint,product_complaint,auto_handle
1232121,"Dear Amazon, Why you mentioned in given add that faster refund of Amazon pay balance Within 24 hrs??? #amazonpay","I understand that waiting for the refund is tiresome. However, could you confirm if you've replied to our email? ^AP",refund_request,refund_request,escalate
179898,"colis: __credit_card__ cela fait des jours que j'attends mes colis, Amazon et TNT vous êtes des incompétents. Plainte","Bonjour, Que dit le suivi de votre colis? ^YL",refund_request,refund_request,auto_handle
986245,Take back and refund my basic money I.e. 1199,"Sorry for the confusion. For detailed information, get in touch with our support team here: ^AK",refund_request,refund_request,escalate
2887289,"got the replacement for the used one sent by you. But no usb dongle was found inside, without which how would I be able to connect this keyboard to my computer? You cheated me twice. I want my money back. I'll move on to Flipkart. Thanks for your tremendous service",I'm sorry about the situation with the replacement order. Kindly share your details here: and I'll look into this. ^SG,refund_request,refund_request,auto_handle
1131338,"I’ve a pending refund for an item bought during the great sale.Return never happened.Furthermore,item not visible in my history.",I understand you are concerned about a refund. May I know if you flagged to our support team here: ^BS,refund_request,refund_request,escalate
2291184,can I please get my money back from Amazon pay to my bank account?,"I get your concern. However, the amount once transferred to Pay Balance can't be transferred to the bank account. You can use the pay balance to place any order through our app or website. ^JS",refund_request,refund_request,auto_handle
364680,", got payment failure msges for my last purchases . any idea why ???",Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public. ^MS,refund_request,refund_request,auto_handle
2159262,"Dear Team, I am STILL waiting for my refund. It was never about the money, you can keep that, I am uninstalling the app anyways","Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ 2/2 ^RD",refund_request,refund_request,escalate
900407,You refunded a transaction to a card/bank account that has been closed. Transaction should be rejected - told to go to old bank for check?,2/2 with the bank anymore they'll issue a refund check to you. Please get in touch with the bank to ask about the options. ^BH,refund_request,refund_request,escalate
1306445,How’s my Thursday going? Well my amazon account got hacked and was charged $900... &amp; I’m honestly impressed bc I didn’t know I had $900,I'm sorry to hear about the unexpected charge! Please call us to ensure this is reported: ^LR,refund_request,refund_request,escalate
652080,Issues plural. More promises not delivered upon. Said they were processing a refund did not. Now cs has left me twisting on a hook not answering for over 15 min,"What additional insight were we able to provide you so far? When was the refund initially requested? Typically, refunds may take between 3-5 business days to process. ^WM",refund_request,refund_request,escalate
1330291,I have canceled... how do i get a refund? Granted its only £7.99 but i have never even authorised this to come out of my bank,"Hi Phil, did you get a confirmation email? ^AT",refund_request,refund_request,escalate
2539034,Plz refund PLZ P04-3502126-3246225,"We can't gain access to your account details via Twitter. Kindly connect with us using this link here: and we'll check this. Please don't provide your order details, we consider it to be personal info. Our page is visible to the public. ^KA",refund_request,refund_request,escalate
311570,complete Regret buying. Price increased in the last page of payment... Feeling cheated. TECHINICAL PROBLEM or FRAUD???,That's odd! Let me help you out here. Could you please share the link of the product? We'll check and get back to you. ^VM,refund_request,refund_request,escalate
2956075,Customer Service FAIL! Agents still cannot resolve an issue after almost an hr. of trying to explain. They deleted all my credit card methods and didnt even know that the 2 accounts were linked,"I'm sorry for the frustration! To clarify, were you able to reach Audible support? They're in the best position to assist with Audible charges. ^SJ",refund_request,refund_request,escalate
517554,I need someone that will actually resolve the issue instead of just doing the bare minimum. I’m not sure if I should just dispute the charges with or file a complaint with the,We'll reach out once we've had a chance to go over the information. Thank you for your patience. ^LJ,refund_request,refund_request,escalate
179195,This is very pathetic &amp; painful to knw that forgt to refnd 45k. It means if customer wouldn't call then they won't refund ur money,"We apologize for the delay in refund. To make sure, has the issue been closed by our support team? ^CB",refund_request,refund_request,escalate
1827368,Recd from amazon 2 products in 1 pack only. Had to return same packed product due to Wrong size. Why Refund initiated for 1 only,Apologies for the confusion with the refund. We'd like to help. Kindly report this here: ^AK,refund_request,refund_request,escalate
478632,Hola . Hoy debería haberme traído el envío 201727__credit_card__ y no saben nada de él.,"Hola, lamentamos los inconvenientes. ¿Has podido contactar con ? ^FZ",refund_request,refund_request,auto_handle
2414483,can i get my money back in my bank account once i added money to pay balance?,We don't have the option to transfer Amazon Pay balance back to your bank account at the moment. I'll ensure to share your comments internally to work on. ^CB,refund_request,refund_request,auto_handle
472430,"plz announce #lgq6appquiz and #AmazonRechargesQuiz first, then conduct #SuperValueDayQuiz simply conducting contest without announcing the winners is really bad.",The winners for LG Q6 quiz are announced. Please refer here: The winners list of #amazonrechargesQuiz will be announced soon. Please stay tuned. ^NR,refund_request,refund_request,escalate
1635821,refund my money to Amazon pay now... I have to buy something...id is __email__,"Could you please elaborate? Is this with respect to a return? If yes, has it been delivered to our warehouse? ^AP",refund_request,refund_request,escalate
1567448,"I have called/emailed numerous times. The customer service has been poor, inconsistent and very time consuming! my refund?","When reaching out to us, what options or information were we able to advise? Please let us know! ^KJ",refund_request,refund_request,escalate
298417,why is there no way to contact customer service? I was double charged for an item and I have no way of communicating that.,I'm sorry to hear about this charge. You can reach out to us by phone using the following link: ^GR,refund_request,refund_request,escalate
798743,The refund details are: Authorization code for sale transaction 664329 Refund Reference # 7433274__credit_card__#AmazonIndia,I'm unable to comprehend your query. Kindly elaborate. Please don't provide account details. We consider it personal info. ^VN,refund_request,refund_request,escalate
321632,"Thanks for the link, I have requested a replacement ☺️",Excellent! Please keep us posted on the condition of your replacement. ^RA,return_item,return_item,auto_handle
1548239,"Hi , I got this product damaged and open, so went to return it but it isn't eligible for return. Can you help?",Sorry that you have received damaged product. Please report this to our support team here ^AR,return_item,return_item,auto_handle
2601235,"There’s no replace option, only a return. I cannot return an item I did not receive even though I have already paid for it",My apologies for this. What were you advised when you spoke to us by phone/chat? ^DC,return_item,return_item,auto_handle
2488485,Yes I know. I wouldn't have raised the concern if the events were not so contradictory. Why did the website remove S6 from the exchange when it was originally available? why did your website suddenly show my pincode as not eligible for exchange?all the photos are of today eve!,"I get your concern. As informed earlier, our buy back partners may not be serviceable at your pin code. However, I'll be sure to share your comments with our internal teams for review. ​^SS",return_item,return_item,auto_handle
1184678,"think I was sold a #fake - recently bought item on left, to replace previously bought item on right. Both from",Hello- Have you spoken to us directly regarding the item you purchased? If so what was advised? ^NV,return_item,return_item,auto_handle
988054,#AmazonIndia #Amazon The return pick-up was scheduled for 14th Sept 2017. How much more time would it take to pickup the returned product?,I'm sorry for the delay in the pickup. Have you reported this to our support team here: ^AU,return_item,return_item,auto_handle
2602255,it would be so nice if you could take back the packaging.. May be offer a points reward in return. You could reuse it directly!,I really appreciate your effort in bringing this to our attention. I'll be sure to pass on your feedback to our concerned department so that they can look into this and take appropriate action. ^JS,return_item,return_item,auto_handle
43638,hi! i was sent a replacement for an item but i wanted 2 chnge the dropoff location but cant cause shipping label was sent from u guys can ya help,"Hey! We'd love to help but are unable to access your Amazon account through Twitter. When you have a moment, reach us by phone or chat and we'll be happy to assist: ^LR",return_item,return_item,auto_handle
380428,"Hats off to poor and shoddy Amazon Transport Service, My return pickup cancelled thrice even after assurance by Customer Care","Apologies for the stretch with your pick up, Pradeep. Please fill up this form: We'll check. ^HK",return_item,return_item,auto_handle
2282534,It was sold by one of your sellers and it's fake. It's not even a good fake. We just bought a real copy at game stop and it was completely different. I thought you and bungie should know that bootleg fakes are being sold through your site. I already have a return label printed,We'd like to look into this further and report the seller. Please get in touch with us here: at your earliest convenience? Thanks in advance! ^EZ,return_item,return_item,auto_handle
38128,"This is a public notification, that the online shop Amazon India is cheating me in returning the odd product.","That's certainly not intended. Kindly elaborate your concern, we would like to help you. ^CB",return_item,return_item,auto_handle
525640,Ur Amazon india customer service is useless. Have been raising complain against old manufacturing date item supplied since 01Nov. All this while was told to wait and now being told return window shut. What kind of racket are your people running ? Lies &amp; lies. Pathetic,"That's unusual, we'd like to have a closer look into this. Please share your details here: and we'll assist you accordingly. ^SU",return_item,return_item,auto_handle
1209825,"One of the worst service i have received in last 18 months, so returning a product due to neglectian of Amazon customer service",We're sorry to hear that. Could you please tell us what went wrong so we could check right away? ^HK,return_item,return_item,escalate
2380834,product to be delivered was a 2 TB firecuda. Delivered 4 TB Nas. Price difference .. 5k. Instead of replacing with correct product been told to return. Need a resolution,Sorry to hear about the delivered order. Let us look into it. Have you reported it to the support team here: ? ^HR,return_item,return_item,auto_handle
697910,Increase the exchange phone prise after checking condition,"The exchange value/discount offered on the new product is provided by our Buyback partners, and decided upon based ^KS 1/2",return_item,return_item,auto_handle
740933,I want to return it....,"I get the concern. Please reach out to us, via the link provided earlier. ^MS",return_item,return_item,auto_handle
2826421,Is it really too much to ask for you to stop stealing my US Mail and return the mail you have stolen? #amazonhubscam,Hello Laurence. Without providing any personal information can you explain a bit more on what has happened? Thank you.^SM,return_item,return_item,escalate
892729,Hi. I have issues regarding exchange of mobile fone. can your agent reach out to me on call?,Kindly connect with our support team here: for assistance. ^MA,return_item,return_item,escalate
311618,I need my product get replace at least because the product is not working properly,Please reach out to the manufacturer for further assistance. (2/2) ^SP,return_item,return_item,auto_handle
1331205,"I’m having a hard time getting through to you guys. Every time I call, I’m disconnected saying the return for my purchase ended.","I'm sorry to see you upset with the returns, we'll be able to accept returns if your order is in the return window period. ^MJ",return_item,return_item,auto_handle
1912723,Callled up your call centre; 19 mins of call and no headway. Am just trying to be a good citizen by returning what doesnt belong to me,"Allow us to take a closer look, Firas. Please drop your details here: We'll connect with you on this.^MP",return_item,return_item,auto_handle
2813561,Well that's odd . I didn't know replacement #Roku controllers were made out of Shiitake salt. #StrangeButTrue? 😁,"That's really strange! I was unable to find that listing; would you let us know the URL or ASIN, if you have a moment? ^AM",return_item,return_item,auto_handle
1278703,"Ridiculous customer service. Received a damaged product, a week back, still no replacement. No one hothers to call or update ~1/3",and we'll reach out to you. (2/2) ^VM,return_item,return_item,auto_handle
249861,Yes. That has been tried. Should I arrange to return it. I think it's possessed!!!,Please contact us directly here: so we can try some real time troubleshooting with you. ^CE,return_item,return_item,auto_handle
398714,Thank you. You force us to exchange not interested. I have uninstalled. Thanks for spoiling the show. Your loss,Apologies for the inconvenience. I'll be share your comments as feedback with internal teams for review. ^SV,return_item,return_item,auto_handle
